indicator_code,mean,std,avg_corr,avg_abs_corr
AONIA,2.3325272678903968,1.4681476882909719,0.5926019493664516,0.5926019493664516
CALL_RATE,0.07695274274426378,0.15477534670865126,0.3670114601928892,0.3670114601928892
CHINA_FR001,2.130610828025478,0.751994703671373,-0.07543207141811213,0.11982202442997196
CORRA,2.255572185824896,1.6749197167705838,0.6578514483461037,0.6773074162006323
FFER,2.1084135399673736,2.0736686509112268,0.584464541226318,0.6302121590567704
NOWA,1.5890030977189524,1.4136678964307183,0.7137677682408137,0.7614478777664024
SARON,-0.14799316406250002,0.6879115114404658,0.631868003531279,0.6580229955345391
SONIA,2.521489948415623,2.212432482608096,0.6665722393509943,0.7056653403262632
EURO_ON,1.4500943999999996,1.7776376987051616,0.7067217326422246,0.72384404030121
