date,AONIA,CALL_RATE,CHINA_FR001,CORRA,EONIA,ESTER,FFER,NOWA,SARON,SONIA
1999-01-01,,,,,,,4.07,,,
1999-01-02,,,,,,,4.07,,,
1999-01-03,,,,,,,4.07,,,
1999-01-04,,0.25,,5.0454,3.2,,5.04,,,5.87
1999-01-05,,0.24,,5.0155,3.2,,4.54,,,5.7075
1999-01-06,,0.2,,5.0499,3.21,,4.23,,,5.9969
1999-01-07,,0.21,,5.1904,3.21,,4.49,,,6.1644
1999-01-08,,0.2,,5.0299,3.21,,4.74,,,6.0579
1999-01-09,,,,,,,4.74,,,
1999-01-10,,,,,,,4.74,,,
1999-01-11,,0.21,,5.0708,3.2,,5.17,,,5.9405
1999-01-12,,0.22,,5.0411,3.19,,4.78,,,5.8322
1999-01-13,,0.23,,5.0713,3.18,,4.62,,,5.7514
1999-01-14,,0.18,,5.0815,3.16,,4.82,,,5.7995
1999-01-15,,,,5.1686,3.1,,4.68,,,5.8743
1999-01-16,,,,,,,4.68,,,
1999-01-17,,,,,,,4.68,,,
1999-01-18,,0.23,,5.0779,3.02,,4.68,,,5.8293
1999-01-19,,0.23,,4.9706,2.98,,4.55,,,6.147
1999-01-20,,0.23,,4.9626,3.01,,4.41,,,6.1331
1999-01-21,,0.22,,5.1237,3.03,,4.36,,,5.9009
1999-01-22,,0.23,,4.9584,3.07,,4.62,,,6.2909
1999-01-23,,,,,,,4.62,,,
1999-01-24,,,,,,,4.62,,,
1999-01-25,,0.23,,5.0778,3.14,,4.97,,,5.9302
1999-01-26,,0.24,,5.0631,3.22,,4.84,,,5.9369
1999-01-27,,0.25,,5.0321,3.13,,4.61,,,5.8535
1999-01-28,,0.24,,5.0374,3.12,,4.8,,,5.9152
1999-01-29,,0.24,,5.214,3.16,,4.79,,,6.9125
1999-01-30,,,,,,,4.79,,,
1999-01-31,,,,,,,4.79,,,
1999-02-01,,0.26,,5.059,3.17,,4.86,,,6.9777
1999-02-02,,0.24,,5.0659,3.18,,4.56,,,7.1554
1999-02-03,,0.23,,5.0668,3.18,,4.65,,,7.0211
1999-02-04,,0.24,,5.0796,3.17,,4.88,,,5.778
1999-02-05,,0.24,,5.0068,3.15,,4.76,,,5.1908
1999-02-06,,,,,,,4.76,,,
1999-02-07,,,,,,,4.76,,,
1999-02-08,,0.24,,5.023,3.15,,4.85,,,5.2312
1999-02-09,,0.25,,4.9906,3.13,,4.73,,,5.6458
1999-02-10,,0.26,,5.0009,3.12,,4.66,,,5.3485
1999-02-11,,,,5.0282,3.1,,4.73,,,5.7352
1999-02-12,,0.28,,5.0219,3.08,,4.68,,,5.8296
1999-02-13,,,,,,,4.68,,,
1999-02-14,,,,,,,4.68,,,
1999-02-15,,0.12,,5.0461,3.06,,4.68,,,5.5055
1999-02-16,,0.1,,5.0335,3.04,,5.09,,,5.3216
1999-02-17,,0.08,,5.0138,3.03,,4.73,,,5.3874
1999-02-18,,0.11,,5.0379,3.02,,4.71,,,5.4418
1999-02-19,,0.11,,5.0132,3.03,,4.72,,,5.2462
1999-02-20,,,,,,,4.72,,,
1999-02-21,,,,,,,4.72,,,
1999-02-22,,0.12,,5.0264,3.05,,4.78,,,5.3275
1999-02-23,,0.13,,5.0258,3.34,,4.73,,,5.5352
1999-02-24,,0.12,,5.02,3.13,,4.88,,,5.5762
1999-02-25,,0.12,,5.0446,3.11,,4.89,,,5.9355
1999-02-26,,0.1,,5.0867,3.12,,4.84,,,6.1965
1999-02-27,,,,,,,4.84,,,
1999-02-28,,,,,,,4.84,,,
1999-03-01,,0.09,,5.1466,3.12,,5.1,,,5.7654
1999-03-02,,0.07,,5.0697,3.11,,4.73,,,5.9813
1999-03-03,,0.04,,5.0489,3.08,,4.74,,,5.439
1999-03-04,,0.03,,5.0379,3.06,,4.8,,,5.3898
1999-03-05,,0.03,,5.0439,3.04,,4.8,,,5.6121
1999-03-06,,,,,,,4.8,,,
1999-03-07,,,,,,,4.8,,,
1999-03-08,,0.04,,5.0508,3.03,,4.83,,,5.5857
1999-03-09,,0.04,,5.0227,3.03,,4.74,,,5.2682
1999-03-10,,0.05,,5.0356,3.02,,4.82,,,5.2619
1999-03-11,,0.05,,5.011,2.99,,4.8,,,5.2015
1999-03-12,,0.03,,5.046,2.92,,4.74,,,5.3964
1999-03-13,,,,,,,4.74,,,
1999-03-14,,,,,,,4.74,,,
1999-03-15,,0.04,,5.151,2.9,,5.01,,,5.1885
1999-03-16,,0.04,,5.0471,2.9,,4.77,,,5.6507
1999-03-17,,0.03,,5.0316,2.98,,4.73,,,5.3482
1999-03-18,,0.03,,5.0337,2.95,,4.72,,,5.2003
1999-03-19,,0.03,,5.0314,2.65,,4.75,,,5.8866
1999-03-20,,,,,,,4.75,,,
1999-03-21,,,,,,,4.75,,,
1999-03-22,,,,5.0251,2.19,,4.81,,,5.6287
1999-03-23,,0.03,,5.0073,2.39,,4.79,,,5.8539
1999-03-24,,0.04,,5.0021,2.98,,4.93,,,5.8001
1999-03-25,,0.04,,5.0239,2.99,,4.97,,,5.4762
1999-03-26,,0.03,,5.031,2.99,,4.78,,,5.4497
1999-03-27,,,,,,,4.78,,,
1999-03-28,,,,,,,4.78,,,
1999-03-29,,0.03,,5.0209,2.99,,4.84,,,5.6919
1999-03-30,,0.04,,5.104,2.98,,4.77,,,5.5763
1999-03-31,,0.05,,5.0318,2.99,,4.98,,,6.3772
1999-04-01,,0.05,,4.9918,2.98,,5.41,,,4.8185
1999-04-02,,0.04,,,2.96,,4.69,,,
1999-04-03,,,,,,,4.69,,,
1999-04-04,,,,,,,4.69,,,
1999-04-05,,0.03,,4.8175,2.97,,4.76,,,
1999-04-06,,0.03,,4.7901,2.98,,4.7,,,5.8573
1999-04-07,,0.03,,4.7854,3.08,,4.64,,,5.8328
1999-04-08,,0.03,,4.7871,3.11,,4.72,,,5.414
1999-04-09,,0.03,,4.7737,2.81,,4.65,,,5.3268
1999-04-10,,,,,,,4.65,,,
1999-04-11,,,,,,,4.65,,,
1999-04-12,,0.03,,4.791,2.77,,4.69,,,5.1574
1999-04-13,,0.03,,4.7925,2.73,,4.66,,,5.1605
1999-04-14,,0.03,,4.7848,2.6,,4.72,,,5.1844
1999-04-15,,0.03,,4.9441,2.58,,4.77,,,5.26
1999-04-16,,0.03,,4.8391,2.55,,4.62,,,5.0776
1999-04-17,,,,,,,4.62,,,
1999-04-18,,,,,,,4.62,,,
1999-04-19,,0.03,,4.8257,2.51,,4.6,,,5.2008
1999-04-20,,0.03,,4.7976,2.47,,4.49,,,5.5442
1999-04-21,,0.03,,4.787,2.47,,4.58,,,5.6504
1999-04-22,,0.03,,4.7969,2.47,,4.65,,,5.5513
1999-04-23,,0.03,,4.7729,2.93,,4.71,,,5.0863
1999-04-24,,,,,,,4.71,,,
1999-04-25,,,,,,,4.71,,,
1999-04-26,,0.03,,4.8185,2.53,,5.09,,,5.1941
1999-04-27,,0.03,,4.8256,2.53,,4.83,,,5.1449
1999-04-28,,0.03,,4.856,2.52,,4.83,,,5.3724
1999-04-29,,,,4.9548,2.52,,4.91,,,5.4185
1999-04-30,,0.03,,5.1315,2.53,,5.03,,,5.3376
1999-05-01,,,,,,,5.03,,,
1999-05-02,,,,,,,5.03,,,
1999-05-03,,,,4.8882,2.52,,5.01,,,
1999-05-04,,,,4.7189,2.51,,4.71,,,5.4311
1999-05-05,,,,4.6109,2.51,,4.6,,,5.7213
1999-05-06,,0.03,,4.6198,2.51,,4.77,,,5.4597
1999-05-07,,0.03,,4.6045,2.51,,4.67,,,5.4399
1999-05-08,,,,,,,4.67,,,
1999-05-09,,,,,,,4.67,,,
1999-05-10,,0.03,,4.6065,2.51,,4.69,,,5.2126
1999-05-11,,0.03,,4.5762,2.51,,4.69,,,5.2558
1999-05-12,,0.03,,4.5653,2.51,,4.72,,,5.505
1999-05-13,,0.03,,4.6423,2.51,,4.78,,,5.2221
1999-05-14,,0.03,,4.6875,2.51,,4.81,,,5.0482
1999-05-15,,,,,,,4.81,,,
1999-05-16,,,,,,,4.81,,,
1999-05-17,,0.03,,4.7084,2.52,,5.01,,,5.1327
1999-05-18,,0.03,,4.6101,2.53,,4.64,,,5.2568
1999-05-19,,0.03,,4.5864,2.64,,4.48,,,5.1057
1999-05-20,,0.03,,4.6317,3.02,,4.75,,,5.3464
1999-05-21,,0.03,,4.6347,2.61,,4.67,,,5.0017
1999-05-22,,,,,,,4.67,,,
1999-05-23,,,,,,,4.67,,,
1999-05-24,,0.03,,,2.54,,4.73,,,5.0358
1999-05-25,,0.03,,4.5988,2.54,,4.8,,,4.9878
1999-05-26,,0.03,,4.5989,2.52,,4.81,,,5.0191
1999-05-27,,0.03,,4.6534,2.51,,4.87,,,5.4391
1999-05-28,,0.03,,4.715,2.51,,4.61,,,5.488
1999-05-29,,,,,,,4.61,,,
1999-05-30,,,,,,,4.61,,,
1999-05-31,,0.03,,4.7485,2.52,,4.61,,,
1999-06-01,,0.03,,4.8993,2.52,,4.78,,,5.5783
1999-06-02,,0.03,,4.6423,2.53,,4.45,,,5.3831
1999-06-03,,0.03,,4.6231,2.54,,4.77,,,5.226
1999-06-04,,0.03,,4.5928,2.54,,4.69,,,5.0379
1999-06-05,,,,,,,4.69,,,
1999-06-06,,,,,,,4.69,,,
1999-06-07,,0.03,,4.5856,2.54,,4.73,,,5.0057
1999-06-08,,0.03,,4.5696,2.54,,4.68,,,4.9797
1999-06-09,,0.03,,4.5453,2.54,,4.72,,,4.9483
1999-06-10,,0.03,,4.6436,2.54,,4.79,,,5.0102
1999-06-11,,0.03,,4.6005,2.55,,4.74,,,4.6409
1999-06-12,,,,,,,4.74,,,
1999-06-13,,,,,,,4.74,,,
1999-06-14,,0.03,,4.6038,2.55,,4.74,,,4.6629
1999-06-15,,0.03,,4.7134,2.55,,4.67,,,4.6361
1999-06-16,,0.03,,4.5952,2.56,,4.71,,,4.5619
1999-06-17,,0.03,,4.5647,2.58,,4.73,,,4.5881
1999-06-18,,0.03,,4.5831,2.6,,4.69,,,4.6168
1999-06-19,,,,,,,4.69,,,
1999-06-20,,,,,,,4.69,,,
1999-06-21,,0.03,,4.5909,2.67,,4.74,,,4.7551
1999-06-22,,0.03,,4.6081,2.66,,4.69,,,4.6744
1999-06-23,,0.03,,4.6308,2.23,,4.71,,,5.1528
1999-06-24,,0.03,,4.5768,2.55,,4.87,,,4.6935
1999-06-25,,0.03,,4.5312,2.58,,4.91,,,4.6451
1999-06-26,,,,,,,4.91,,,
1999-06-27,,,,,,,4.91,,,
1999-06-28,,0.03,,4.5965,2.6,,5.04,,,4.6998
1999-06-29,,0.03,,4.633,2.66,,4.91,,,4.6594
1999-06-30,,0.03,,4.835,2.76,,5.12,,,5.582
1999-07-01,,0.03,,,2.6,,5.76,,,4.7348
1999-07-02,,0.03,,4.6766,2.58,,4.82,,,4.7025
1999-07-03,,,,,,,4.82,,,
1999-07-04,,,,,,,4.82,,,
1999-07-05,,0.03,,4.643,2.57,,4.82,,,4.6792
1999-07-06,,0.03,,4.5989,2.56,,5.03,,,4.6802
1999-07-07,,0.03,,4.5868,2.54,,4.92,,,4.761
1999-07-08,,0.03,,4.6659,2.54,,4.94,,,4.746
1999-07-09,,0.03,,4.5648,2.54,,4.98,,,4.8424
1999-07-10,,,,,,,4.98,,,
1999-07-11,,,,,,,4.98,,,
1999-07-12,,0.03,,4.5671,2.54,,5.01,,,4.8647
1999-07-13,,0.03,,4.5691,2.55,,4.9,,,4.738
1999-07-14,,0.03,,4.5577,2.56,,4.99,,,4.8399
1999-07-15,,0.03,,4.6185,2.59,,5.14,,,5.1945
1999-07-16,,0.03,,4.593,2.62,,4.92,,,5.0481
1999-07-17,,,,,,,4.92,,,
1999-07-18,,,,,,,4.92,,,
1999-07-19,,0.03,,4.5818,2.63,,4.97,,,5.3545
1999-07-20,,,,4.5872,2.63,,4.92,,,5.2191
1999-07-21,,0.03,,4.5831,2.6,,4.96,,,5.0238
1999-07-22,,0.03,,4.6633,2.04,,5.06,,,5.2326
1999-07-23,,0.03,,4.605,1.87,,5.0,,,5.266
1999-07-24,,,,,,,5.0,,,
1999-07-25,,,,,,,5.0,,,
1999-07-26,,0.03,,4.66,2.57,,5.09,,,5.1571
1999-07-27,,0.03,,4.6712,2.59,,4.91,,,4.9851
1999-07-28,,0.03,,4.6975,2.58,,4.98,,,5.2128
1999-07-29,,0.03,,4.719,2.58,,5.12,,,5.2464
1999-07-30,,0.03,,4.8066,2.58,,5.07,,,5.4054
1999-07-31,,,,,,,5.07,,,
1999-08-01,,,,,,,5.07,,,
1999-08-02,,0.03,,,2.58,,5.18,,,5.1476
1999-08-03,,0.03,,4.7231,2.55,,4.98,,,5.2203
1999-08-04,,0.03,,4.5969,2.54,,4.94,,,5.1657
1999-08-05,,0.03,,4.6594,2.53,,5.0,,,5.3348
1999-08-06,,0.03,,4.5872,2.53,,4.93,,,4.8678
1999-08-07,,,,,,,4.93,,,
1999-08-08,,,,,,,4.93,,,
1999-08-09,,0.03,,4.6368,2.53,,4.99,,,5.1727
1999-08-10,,0.03,,4.6471,2.54,,4.92,,,4.8729
1999-08-11,,0.03,,4.6367,2.55,,5.05,,,4.7915
1999-08-12,,0.03,,4.6634,2.56,,5.1,,,4.7047
1999-08-13,,0.03,,4.7211,2.57,,5.01,,,4.6307
1999-08-14,,,,,,,5.01,,,
1999-08-15,,,,,,,5.01,,,
1999-08-16,,0.03,,4.6678,2.57,,5.24,,,4.7236
1999-08-17,,0.03,,4.6239,2.55,,4.94,,,4.6125
1999-08-18,,0.03,,4.6122,2.16,,4.89,,,4.7743
1999-08-19,,0.03,,4.6587,1.85,,4.97,,,4.6902
1999-08-20,,0.03,,4.6304,1.94,,4.95,,,4.7081
1999-08-21,,,,,,,4.95,,,
1999-08-22,,,,,,,4.95,,,
1999-08-23,,0.03,,4.6501,1.86,,5.06,,,4.8177
1999-08-24,,0.03,,4.6587,2.55,,5.08,,,4.7559
1999-08-25,,0.03,,4.6248,2.56,,5.2,,,4.6948
1999-08-26,,0.03,,4.6545,2.56,,5.3,,,4.658
1999-08-27,,0.03,,4.6589,2.55,,5.24,,,4.5999
1999-08-28,,,,,,,5.24,,,
1999-08-29,,,,,,,5.24,,,
1999-08-30,,0.03,,4.6914,2.55,,5.37,,,
1999-08-31,,0.03,,4.8669,2.56,,5.57,,,4.7368
1999-09-01,,0.03,,4.7779,2.56,,5.41,,,4.73
1999-09-02,,0.03,,4.6443,2.55,,5.26,,,4.6892
1999-09-03,,0.03,,4.5532,2.54,,5.09,,,4.6659
1999-09-04,,,,,,,5.09,,,
1999-09-05,,,,,,,5.09,,,
1999-09-06,,0.03,,,2.53,,5.09,,,4.6607
1999-09-07,,0.03,,4.603,2.52,,5.33,,,4.6507
1999-09-08,,0.06,,4.6246,2.52,,5.17,,,4.6917
1999-09-09,,0.06,,4.6311,2.51,,5.24,,,4.8888
1999-09-10,,0.03,,4.5668,2.51,,5.17,,,4.8765
1999-09-11,,,,,,,5.17,,,
1999-09-12,,,,,,,5.17,,,
1999-09-13,,0.03,,4.5839,2.51,,5.27,,,4.8724
1999-09-14,,0.03,,4.5825,2.51,,5.26,,,4.8029
1999-09-15,,,,4.7008,2.51,,5.41,,,4.8048
1999-09-16,,0.03,,4.6513,2.51,,5.23,,,4.7867
1999-09-17,,0.02,,4.5813,2.46,,5.11,,,4.9641
1999-09-18,,,,,,,5.11,,,
1999-09-19,,,,,,,5.11,,,
1999-09-20,,0.03,,4.6032,2.05,,5.2,,,4.9809
1999-09-21,,0.03,,4.5908,2.38,,5.12,,,5.0489
1999-09-22,,0.02,,4.558,1.92,,5.21,,,4.9859
1999-09-23,,,,4.5442,1.74,,5.29,,,5.2705
1999-09-24,,0.02,,4.5903,2.52,,5.23,,,5.127
1999-09-25,,,,,,,5.23,,,
1999-09-26,,,,,,,5.23,,,
1999-09-27,,0.03,,4.5921,2.52,,5.35,,,4.9998
1999-09-28,,0.03,,4.6,2.52,,5.32,,,4.9904
1999-09-29,,0.03,,4.653,2.52,,5.26,,,5.1655
1999-09-30,,0.05,,4.636,2.63,,5.51,,,5.565
1999-10-01,,0.03,,4.5402,2.57,,5.26,,,5.1557
1999-10-02,,,,,,,5.26,,,
1999-10-03,,,,,,,5.26,,,
1999-10-04,,0.03,,4.5294,2.6,,5.23,,,5.0116
1999-10-05,,0.02,,4.5627,2.62,,5.16,,,4.9409
1999-10-06,,0.03,,4.5487,2.64,,5.21,,,4.8647
1999-10-07,,0.02,,4.5467,2.66,,5.28,,,5.5851
1999-10-08,,0.02,,4.5568,2.53,,5.1,,,5.1466
1999-10-09,,,,,,,5.1,,,
1999-10-10,,,,,,,5.1,,,
1999-10-11,,,,,2.53,,5.1,,,5.0124
1999-10-12,,0.02,,4.6005,2.55,,5.3,,,5.0367
1999-10-13,,0.02,,4.6329,2.58,,5.2,,,5.0211
1999-10-14,,0.02,,4.6779,2.6,,5.22,,,4.9878
1999-10-15,,0.02,,4.7681,2.6,,5.28,,,5.427
1999-10-16,,,,,,,5.28,,,
1999-10-17,,,,,,,5.28,,,
1999-10-18,,0.02,,4.6941,2.56,,5.2,,,4.9814
1999-10-19,,0.02,,4.6485,2.11,,5.07,,,5.4543
1999-10-20,,0.02,,4.65,2.09,,4.92,,,4.9769
1999-10-21,,0.03,,4.6019,1.93,,5.2,,,4.8935
1999-10-22,,0.03,,4.6091,1.76,,5.11,,,4.8776
1999-10-23,,,,,,,5.11,,,
1999-10-24,,,,,,,5.11,,,
1999-10-25,,0.03,,4.6761,2.59,,5.23,,,4.8806
1999-10-26,,0.03,,4.7071,2.8,,5.22,,,4.8729
1999-10-27,,0.03,,4.593,2.77,,5.29,,,4.8909
1999-10-28,,0.03,,4.5612,2.65,,5.31,,,5.1137
1999-10-29,,0.02,,4.6757,2.8,,5.27,,,5.1776
1999-10-30,,,,,,,5.27,,,
1999-10-31,,,,,,,5.27,,,
1999-11-01,,0.03,,4.5744,2.78,,5.38,,,4.8062
1999-11-02,,0.02,,4.5869,2.87,,5.18,,,4.7487
1999-11-03,,,,4.6464,2.98,,5.21,,,4.6675
1999-11-04,,0.03,,4.6055,2.91,,5.27,,,5.2428
1999-11-05,,0.03,,4.5839,2.95,,5.14,,,5.4605
1999-11-06,,,,,,,5.14,,,
1999-11-07,,,,,,,5.14,,,
1999-11-08,,0.02,,4.6381,2.91,,5.23,,,5.0741
1999-11-09,,0.03,,4.6515,2.91,,5.22,,,4.9785
1999-11-10,,0.03,,4.7314,2.91,,5.27,,,5.1558
1999-11-11,,0.03,,,2.92,,5.27,,,5.2786
1999-11-12,,0.03,,4.6633,2.97,,5.45,,,4.9753
1999-11-13,,,,,,,5.45,,,
1999-11-14,,,,,,,5.45,,,
1999-11-15,,0.03,,4.6126,3.01,,5.64,,,5.3799
1999-11-16,,0.03,,4.5444,3.01,,5.4,,,5.6008
1999-11-17,,0.03,,4.791,2.9,,5.41,,,5.1463
1999-11-18,,0.03,,4.793,2.66,,5.49,,,5.2341
1999-11-19,,0.03,,4.7777,2.74,,5.43,,,5.127
1999-11-20,,,,,,,5.43,,,
1999-11-21,,,,,,,5.43,,,
1999-11-22,,0.03,,4.8052,2.72,,5.53,,,4.9863
1999-11-23,,,,4.7795,3.11,,5.59,,,5.154
1999-11-24,,0.03,,4.7891,3.04,,5.72,,,5.176
1999-11-25,,0.03,,4.7706,3.05,,5.72,,,6.1146
1999-11-26,,0.02,,4.7749,3.04,,5.59,,,5.6807
1999-11-27,,,,,,,5.59,,,
1999-11-28,,,,,,,5.59,,,
1999-11-29,,0.02,,4.7529,3.04,,5.61,,,5.4571
1999-11-30,,0.02,,4.7744,3.15,,5.63,,,6.0847
1999-12-01,,0.03,,4.8131,3.07,,5.71,,,5.5801
1999-12-02,,0.02,,4.7907,3.05,,5.58,,,5.3255
1999-12-03,,0.02,,4.7728,3.04,,5.42,,,5.1933
1999-12-04,,,,,,,5.42,,,
1999-12-05,,,,,,,5.42,,,
1999-12-06,,0.02,,4.7901,3.04,,5.48,,,5.0379
1999-12-07,,0.02,,4.765,3.07,,5.42,,,4.9223
1999-12-08,,0.02,,4.7836,3.04,,5.42,,,4.8698
1999-12-09,,0.02,,4.807,3.02,,5.51,,,4.9469
1999-12-10,,0.02,,4.8162,3.0,,5.42,,,4.8669
1999-12-11,,,,,,,5.42,,,
1999-12-12,,,,,,,5.42,,,
1999-12-13,,0.02,,4.8001,2.97,,5.46,,,4.8518
1999-12-14,,0.03,,4.8167,2.97,,5.31,,,5.0333
1999-12-15,,0.04,,4.8339,3.02,,5.56,,,5.9648
1999-12-16,,0.03,,4.7671,3.04,,5.54,,,5.2886
1999-12-17,,0.03,,4.7394,3.04,,5.4,,,4.9359
1999-12-18,,,,,,,5.4,,,
1999-12-19,,,,,,,5.4,,,
1999-12-20,,0.02,,4.7176,2.98,,5.54,,,4.7861
1999-12-21,,0.02,,4.7587,2.86,,5.52,,,4.7752
1999-12-22,,0.02,,4.7512,2.82,,5.45,,,4.7002
1999-12-23,,,,4.7861,2.91,,5.4,,,4.6569
1999-12-24,,0.02,,4.7749,3.07,,4.96,,,3.7325
1999-12-25,,,,,,,4.96,,,
1999-12-26,,,,,,,4.96,,,
1999-12-27,,0.02,,,3.07,,5.33,,,
1999-12-28,,0.02,,,3.05,,4.86,,,
1999-12-29,,0.02,,4.75,3.04,,4.61,,,3.1167
1999-12-30,,0.05,,4.7388,3.75,,4.88,,,3.0423
1999-12-31,,,,4.7465,,,3.99,,,
2000-01-01,,,,,,,3.99,,,
2000-01-02,,,,,,,3.99,,,
2000-01-03,,,,,3.06,,5.43,,,
2000-01-04,,0.03,,4.7421,3.01,,5.38,,,4.591
2000-01-05,,0.02,,4.7359,2.99,,5.41,,,4.4584
2000-01-06,,0.02,,4.77,2.92,,5.54,,,4.9208
2000-01-07,,0.02,,4.7653,2.89,,5.61,,,4.4172
2000-01-08,,,,,,,5.61,,,
2000-01-09,,,,,,,5.61,,,
2000-01-10,,,,4.7705,2.98,,5.74,,,4.2968
2000-01-11,,0.02,,4.7832,3.01,,5.63,,,3.9486
2000-01-12,,0.02,,4.7666,3.07,,5.59,,,3.6436
2000-01-13,,0.02,,4.7829,3.04,,5.58,,,5.5285
2000-01-14,,0.02,,4.7954,3.03,,5.56,,,5.0126
2000-01-15,,,,,,,5.56,,,
2000-01-16,,,,,,,5.56,,,
2000-01-17,,0.02,2.56,4.8201,3.02,,5.56,,,5.4604
2000-01-18,,0.02,2.56,4.7546,2.98,,5.83,,,5.5056
2000-01-19,,0.02,2.56,4.807,2.85,,5.47,,,6.1642
2000-01-20,,0.02,2.56,4.8222,2.95,,5.44,,,6.0458
2000-01-21,,0.02,2.56,4.8,3.15,,5.36,,,5.8912
2000-01-22,,,,,,,5.36,,,
2000-01-23,,,,,,,5.36,,,
2000-01-24,,0.02,2.56,4.7724,3.11,,5.53,,,5.8686
2000-01-25,,0.02,2.56,4.7774,3.09,,5.46,,,6.0595
2000-01-26,,0.02,2.51,4.7649,3.06,,5.52,,,6.0749
2000-01-27,,0.02,2.51,4.7296,3.1,,5.61,,,6.5169
2000-01-28,,0.02,2.51,4.7558,3.3,,5.58,,,6.0424
2000-01-29,,,,,,,5.58,,,
2000-01-30,,,,,,,5.58,,,
2000-01-31,,0.02,2.51,4.8906,3.29,,5.87,,,6.606
2000-02-01,,0.02,2.51,4.9051,3.26,,5.79,,,6.1338
2000-02-02,,0.02,2.51,4.8307,3.18,,5.64,,,5.8505
2000-02-03,,0.02,2.51,5.0434,3.19,,5.71,,,5.8447
2000-02-04,,0.02,2.51,5.011,3.26,,5.7,,,5.6334
2000-02-05,,,,,,,5.7,,,
2000-02-06,,,,,,,5.7,,,
2000-02-07,,0.02,,4.9817,3.25,,5.76,,,5.2398
2000-02-08,,0.02,,4.9806,3.25,,5.67,,,5.0384
2000-02-09,,0.02,,4.9898,3.24,,5.76,,,4.6908
2000-02-10,,0.02,,4.9445,3.24,,5.79,,,6.2416
2000-02-11,,,,4.9422,3.25,,5.71,,,5.8519
2000-02-12,,,2.51,,,,5.71,,,
2000-02-13,,,2.51,,,,5.71,,,
2000-02-14,,0.02,2.51,4.9425,3.25,,5.79,,,5.9246
2000-02-15,,0.02,2.5,5.031,3.25,,5.85,,,6.0684
2000-02-16,,0.02,2.5,4.9872,3.25,,5.67,,,6.227
2000-02-17,,0.02,2.5,5.0221,3.23,,5.66,,,5.73
2000-02-18,,0.02,2.5,4.9828,3.2,,5.7,,,6.1442
2000-02-19,,,,,,,5.7,,,
2000-02-20,,,,,,,5.7,,,
2000-02-21,,0.02,2.51,4.9661,3.2,,5.7,,,5.8418
2000-02-22,,0.02,2.51,4.9688,3.22,,5.81,,,6.1601
2000-02-23,,0.02,2.51,4.9389,3.48,,5.77,,,5.8504
2000-02-24,,0.02,2.51,4.9624,3.41,,5.76,,,6.3514
2000-02-25,,0.02,2.51,4.9778,3.34,,5.73,,,5.9295
2000-02-26,,,,,,,5.73,,,
2000-02-27,,,,,,,5.73,,,
2000-02-28,,0.28,2.49,4.98,3.37,,5.81,,,5.8994
2000-02-29,,0.05,2.49,5.0407,3.47,,5.85,,,6.0053
2000-03-01,,0.02,2.49,4.9758,3.37,,5.78,,,6.241
2000-03-02,,0.02,2.49,4.9938,3.33,,5.76,,,6.3003
2000-03-03,,0.02,2.49,4.9615,3.28,,5.72,,,5.8338
2000-03-04,,,,,,,5.72,,,
2000-03-05,,,,,,,5.72,,,
2000-03-06,,0.02,2.49,4.9687,3.29,,5.73,,,5.9165
2000-03-07,,0.02,2.49,4.964,3.31,,5.68,,,6.2693
2000-03-08,,0.02,2.49,5.0028,3.35,,5.77,,,5.9069
2000-03-09,,0.02,2.49,4.9966,3.47,,5.79,,,5.7663
2000-03-10,,0.02,2.49,4.9973,3.52,,5.75,,,5.4667
2000-03-11,,,,,,,5.75,,,
2000-03-12,,,,,,,5.75,,,
2000-03-13,,0.02,2.47,5.0197,3.54,,5.81,,,5.4238
2000-03-14,,0.02,2.47,4.9835,3.53,,5.8,,,5.2997
2000-03-15,,0.02,2.47,5.0242,3.5,,5.9,,,5.2697
2000-03-16,,0.02,2.47,5.0019,3.49,,5.77,,,5.1976
2000-03-17,,0.02,2.47,5.0193,3.49,,5.76,,,6.2567
2000-03-18,,,,,,,5.76,,,
2000-03-19,,,,,,,5.76,,,
2000-03-20,,,2.47,5.0234,3.48,,5.82,,,5.7718
2000-03-21,,0.03,2.47,5.0677,3.49,,5.81,,,6.1537
2000-03-22,,0.02,2.47,5.2694,3.58,,6.02,,,6.5235
2000-03-23,,0.02,2.47,5.2542,3.86,,6.04,,,5.6885
2000-03-24,,0.02,2.47,5.2467,3.59,,5.98,,,5.4785
2000-03-25,,,,,,,5.98,,,
2000-03-26,,,,,,,5.98,,,
2000-03-27,,0.02,2.47,5.2623,3.6,,6.07,,,5.4679
2000-03-28,,0.02,2.47,5.25,3.6,,6.02,,,5.3095
2000-03-29,,0.02,2.47,5.2502,3.62,,5.98,,,5.5004
2000-03-30,,0.02,2.47,5.2457,3.7,,6.11,,,5.7661
2000-03-31,,0.04,2.47,5.2564,3.75,,6.17,,,5.7179
2000-04-01,,,,,,,6.17,,,
2000-04-02,,,,,,,6.17,,,
2000-04-03,,0.02,2.47,5.2519,3.6,,6.15,,,5.6914
2000-04-04,,0.02,2.47,5.2853,3.6,,5.98,,,5.5847
2000-04-05,,0.02,2.43,5.2794,3.58,,6.08,,,5.3954
2000-04-06,,0.02,2.43,5.2878,3.58,,6.05,,,5.8267
2000-04-07,,0.02,2.43,5.29,3.58,,5.95,,,5.8689
2000-04-08,,,,,,,5.95,,,
2000-04-09,,,,,,,5.95,,,
2000-04-10,,0.02,2.43,5.2826,3.59,,6.05,,,6.1592
